team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Romania National Team,Romania,2026,Romania,9,4,5,0,4,3,1,1,0,1,4,1,3,1.44,2.25,0.8,3,0,0,22,19,11,8,30,12,18,10,9,2,9,8,0,43,36,50,74,180,50,2,2,0,5,1,4,2,1,1,5,2,3,42,23,19,17,8,9,53,62,46,120,69,51,43,24,19,77,45,32,115,43,72,10,5,5,4,2,2,6,3,3,5,2,3,2,1,1,2,1,1,1.89,1.75,2,3.33,3,3.6,2.11,2.5,1.8,1.22,0.5,1.8,1.56,1.75,1.4,1.11,1.25,1,0.44,0.5,0.4,9,6,5,4,2,2,4,2,1,1,1,1,5,4,4,3,1,1,0,3,4,5,7,7,0,2,3,3,3,3,0,1,1,2,4,4,100,67,56,44,22,22,100,50,25,25,25,25,100,80,80,60,20,20,0,33,44,56,78,78,0,50,75,75,75,75,0,20,20,40,80,80,7,4,2,3,2,1,4,2,1,78,44,22,75,50,25,80,40,20,44,75,20,39,22,50,0,56,25,80,22,25,20,56,50,60,5,2,3,56,50,60,4,2,2,44,50,40,2,1,1,22,25,20,56,50,60,22,25,20,22,25,20,4.67,5.75,3.80,1.89,2,1.80,56,56,44,33,33,33,11,0,1.52,1.92,1.21,1.06,0.51,1.50,78,2,3,1,0,4,2,0,2,5,1,1,1,0,2,2,1,2,1,11,0,20,44,25,60,0
Moldova National Team,Moldova,2026,Moldova,8,4,4,0,0,0,0,1,0,1,7,4,3,0.13,0,0.25,5,0,0,49,5,32,-27,37,16,21,2,3,14,18,-12,-15,143,180,120,23,26,20,0,0,0,4,1,3,4,3,1,0,0,0,29,15,14,18,9,9,35,37,33,78,38,40,26,14,12,52,24,28,87,42,45,1,0,1,16,8,8,-15,-8,-7,0,0,0,2,1,1,6,3,3,0.25,0.25,0.25,4.63,4,5.25,0.63,0.5,0.75,4,3.5,4.5,2.13,2,2.25,0.13,0,0.25,2,2,2,8,8,5,5,4,1,4,4,3,3,2,0,4,4,2,2,2,1,0,0,3,3,4,7,0,0,1,1,2,4,0,0,2,2,2,3,100,100,63,63,50,13,100,100,75,75,50,0,100,100,50,50,50,25,0,0,37,37,50,87,0,0,25,25,50,100,0,0,50,50,50,75,7,5,2,3,3,1,4,2,1,88,63,25,75,75,25,100,50,25,0,0,0,-4,0,0,0,50,25,75,50,75,25,0,0,0,1,1,0,13,25,0,7,4,3,88,100,75,1,0,1,13,0,25,0,0,0,25,25,25,75,75,75,3.63,3.75,3.50,2.25,2.25,2.25,88,75,50,50,50,50,25,13,1.06,1.10,1.02,2.55,2.26,2.84,150,0,0,0,1,0,0,2,1,1,2,4,3,4,4,2,4,3,6,13,0,25,88,100,75,0
Latvia National Team,Latvia,2026,Latvia,8,4,4,0,1,0,1,2,2,0,5,2,3,0.63,0.5,0.75,4,0,0,39,5,15,-10,20,12,8,3,2,9,6,-6,-4,143,120,180,48,40,60,1,0,1,3,2,1,4,2,2,2,0,2,26,16,10,18,9,9,42,44,41,56,31,25,18,9,9,38,22,16,94,41,53,3,2,1,8,6,2,-5,-4,-1,1,0,1,3,2,1,4,2,2,0.75,0.5,1,2.5,3,2,0.63,0.75,0.5,1.88,2.25,1.5,1.38,2,0.75,0.38,0.5,0.25,1,1.5,0.5,8,5,4,2,1,0,4,3,2,2,1,0,4,2,2,0,0,0,0,3,4,6,7,8,0,1,2,2,3,4,0,2,2,4,4,4,100,63,50,25,13,0,100,75,50,50,25,0,100,50,50,0,0,0,0,37,50,75,87,100,0,25,50,50,75,100,0,50,50,100,100,100,7,3,1,4,3,1,3,0,0,88,38,13,100,75,25,75,0,0,13,0,25,-1,13,0,25,38,50,25,50,50,50,25,0,50,2,0,2,25,0,50,5,2,3,63,50,75,2,2,0,25,50,0,13,0,25,38,50,25,50,50,50,3.25,4.00,2.50,2.25,2.25,2.25,63,63,63,63,50,38,25,25,0.80,0.86,0.75,1.87,1.79,1.95,50,0,1,0,0,2,2,0,0,0,0,1,3,2,3,2,1,2,1,25,50,0,63,50,75,25
Liechtenstein National Team,Liechtenstein,2026,Liechtenstein,8,4,4,0,0,0,0,0,0,0,8,4,4,0,0,0,5,0,0,51,0,31,-31,31,12,19,0,0,12,19,-12,-19,0,0,0,23,30,19,0,0,0,0,0,0,8,4,4,0,0,0,6,3,3,14,8,6,25,24,25,19,11,8,7,3,4,12,8,4,86,38,48,0,0,0,12,5,7,-12,-5,-7,0,0,0,1,1,0,7,3,4,0.13,0.25,0,3.88,3,4.75,0,0,0,3.88,3,4.75,1.5,1.25,1.75,0,0,0,1.5,1.25,1.75,8,7,6,4,3,2,4,3,2,1,1,1,4,4,4,3,2,1,0,1,2,4,5,6,0,1,2,3,3,3,0,0,0,1,2,3,100,88,75,50,38,25,100,75,50,25,25,25,100,100,100,75,50,25,0,12,25,50,62,75,0,25,50,75,75,75,0,0,0,25,50,75,7,4,1,3,2,0,4,2,1,88,50,13,75,50,0,100,50,25,0,0,0,12,0,0,0,0,0,0,100,100,100,0,0,0,1,1,0,13,25,0,8,4,4,100,100,100,0,0,0,0,0,0,0,0,0,13,25,0,88,75,100,0.75,0.75,0.75,1.75,2,1.50,100,75,75,50,25,25,13,13,0.30,0.32,0.27,2.54,2.23,2.84,150,0,0,0,0,0,0,0,0,0,2,1,3,2,5,8,5,0,5,0,0,0,100,100,100,13
Poland National Team,Poland,2026,Poland,10,5,5,0,6,4,2,2,1,1,2,0,2,2,2.6,1.4,2,0,0,5,18,11,7,29,12,17,9,9,3,8,6,1,50,50,50,82,150,56,3,2,1,7,3,4,0,0,0,6,4,2,66,32,34,17,8,9,51,51,51,169,94,75,62,34,28,107,60,47,122,67,55,7,4,3,6,1,5,1,3,-2,4,3,1,2,1,1,4,1,3,1.4,2,0.8,2.9,2.4,3.4,1.8,1.8,1.8,1.1,0.6,1.6,1.3,1,1.6,0.7,0.8,0.6,0.6,0.2,1,10,9,5,3,2,0,5,4,2,1,0,0,5,5,3,2,2,0,0,1,5,7,8,10,0,1,3,4,5,5,0,0,2,3,3,5,100,90,50,30,20,0,100,80,40,20,0,0,100,100,60,40,40,0,0,10,50,70,80,100,0,20,60,80,100,100,0,0,40,60,60,100,9,3,1,4,1,0,5,2,1,90,30,10,80,20,0,100,40,20,60,80,40,23,30,40,20,70,60,80,0,0,0,60,80,40,5,4,1,50,80,20,4,2,2,40,40,40,2,0,2,20,0,40,40,60,20,20,20,20,40,20,60,6.60,6.40,6.80,1.7,1.6,1.80,90,90,60,60,50,30,10,0,1.85,2.03,1.67,1.15,0.97,1.34,60,0,1,2,2,2,4,3,2,2,0,1,1,2,3,0,2,0,2,20,20,20,20,0,40,0
England National Team,England,2026,England,8,4,4,0,8,4,4,0,0,0,0,0,0,3,3,3,1,0,0,1,22,0,22,22,9,13,9,13,0,0,9,13,33,40,28,0,0,0,8,4,4,0,0,0,0,0,0,8,4,4,60,28,32,6,2,4,74,75,74,151,69,82,63,27,36,88,42,46,76,43,33,9,4,5,0,0,0,9,4,5,6,4,2,2,0,2,0,0,0,2.5,3,2,2.75,2.25,3.25,2.75,2.25,3.25,0,0,0,1.13,1,1.25,1.13,1,1.25,0,0,0,8,7,3,2,2,0,4,4,1,0,0,0,4,3,2,2,2,0,0,1,5,6,6,8,0,0,3,4,4,4,0,1,2,2,2,4,100,88,38,25,25,0,100,100,25,0,0,0,100,75,50,50,50,0,0,12,62,75,75,100,0,0,75,100,100,100,0,25,50,50,50,100,6,2,1,4,0,0,2,2,1,75,25,13,100,0,0,50,50,25,100,100,100,0,100,100,100,0,0,0,0,0,0,100,100,100,8,4,4,100,100,100,2,0,2,25,0,50,0,0,0,0,0,0,75,100,50,25,0,50,0,0,0,7.50,7.00,8.00,0.75,0.5,1.00,88,88,63,63,50,25,0,0,2.38,2.24,2.52,0.43,0.35,0.50,50,0,1,3,3,3,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus National Team,Cyprus,2026,Cyprus,8,4,4,0,2,1,1,2,2,0,4,1,3,1,1.25,0.75,4,0,0,36,11,11,0,22,12,10,6,5,6,5,0,0,65,60,72,65,60,72,2,1,1,3,2,1,3,1,2,2,1,1,41,23,18,19,7,12,52,58,46,112,62,50,39,22,17,73,40,33,94,50,44,4,2,2,8,5,3,-4,-3,-1,1,0,1,3,1,2,4,3,1,0.75,0.25,1.25,2.75,3,2.5,1.38,1.5,1.25,1.38,1.5,1.25,1.5,1.75,1.25,0.5,0.5,0.5,1,1.25,0.75,8,7,4,3,0,0,4,4,2,2,0,0,4,3,2,1,0,0,0,1,4,5,8,8,0,0,2,2,4,4,0,1,2,3,4,4,100,88,50,38,0,0,100,100,50,50,0,0,100,75,50,25,0,0,0,12,50,62,100,100,0,0,50,50,100,100,0,25,50,75,100,100,6,4,2,3,2,2,3,2,0,75,50,25,75,50,50,75,50,0,25,25,25,0,25,25,25,38,50,25,38,25,50,25,25,25,3,1,2,38,25,50,4,2,2,50,50,50,3,2,1,38,50,25,13,0,25,38,25,50,50,75,25,5.13,5.75,4.50,2.38,1.75,3.00,100,88,63,38,25,25,25,13,1.57,1.75,1.39,1.31,1.24,1.38,63,1,0,1,0,2,2,1,2,2,2,2,1,1,2,3,0,0,0,25,50,0,50,25,75,0
Israel National Team,Israel,2026,Israel,8,4,4,0,4,2,2,0,0,0,4,2,2,1.5,1.5,1.5,3,0,0,27,19,20,-1,39,23,16,12,7,11,9,1,-2,38,30,51,36,33,40,1,0,1,5,4,1,2,0,2,3,2,1,43,29,14,8,4,4,54,60,49,120,76,44,52,33,19,68,43,25,73,36,37,6,3,3,9,4,5,-3,-1,-2,1,0,1,4,3,1,3,1,2,0.88,0.75,1,4.88,5.75,4,2.38,3,1.75,2.5,2.75,2.25,1.88,1.75,2,0.75,0.75,0.75,1.13,1,1.25,8,8,8,6,4,2,4,4,4,3,3,2,4,4,4,3,1,0,0,0,0,2,4,6,0,0,0,1,1,2,0,0,0,1,3,4,100,100,100,75,50,25,100,100,100,75,75,50,100,100,100,75,25,0,0,0,0,25,50,75,0,0,0,25,25,50,0,0,0,25,75,100,8,6,1,4,3,0,4,3,1,100,75,13,100,75,0,100,75,25,50,50,50,8,13,0,25,63,100,25,25,0,50,38,50,25,1,0,1,13,0,25,3,1,2,38,25,50,4,3,1,50,75,25,13,0,25,50,75,25,38,25,50,5.38,7.25,3.50,1,1,1.00,88,75,50,38,25,25,13,13,1.73,2.18,1.28,1.47,1.52,1.42,163,0,2,2,2,1,3,1,2,6,1,1,2,4,1,3,2,2,4,0,0,0,50,50,50,13
Albania National Team,Albania,2026,Albania,9,4,5,0,4,2,2,2,1,1,3,1,2,1.56,1.75,1.4,2,0,0,19,8,7,1,15,6,9,4,4,2,5,2,-1,101,90,113,115,180,90,5,3,2,2,0,2,3,2,1,6,2,4,30,13,17,11,2,9,53,55,51,85,44,41,27,17,10,58,27,31,76,30,46,6,3,3,2,0,2,4,3,1,4,2,2,4,2,2,1,0,1,1.78,2,1.6,1.67,1.5,1.8,0.89,1,0.8,0.78,0.5,1,0.89,0.75,1,0.67,0.75,0.6,0.22,0,0.4,8,5,2,0,0,0,3,2,1,0,0,0,5,3,1,0,0,0,1,4,7,9,9,9,1,2,3,4,4,4,0,2,4,5,5,5,89,56,22,0,0,0,75,50,25,0,0,0,100,60,20,0,0,0,11,44,78,100,100,100,25,50,75,100,100,100,0,40,80,100,100,100,6,2,0,2,1,0,4,1,0,67,22,0,50,25,0,80,20,0,44,50,40,24,56,75,40,22,0,40,33,50,20,67,50,80,7,4,3,78,100,60,4,2,2,44,50,40,1,0,1,11,0,20,44,50,40,44,50,40,11,0,20,3.33,3.25,3.40,1.22,0.5,1.80,44,44,22,22,11,11,11,11,1.12,1.31,0.97,1.15,0.95,1.30,44,1,1,2,0,2,0,1,0,1,0,1,0,0,1,0,1,3,1,22,25,20,33,25,40,11
Belgium National Team,Belgium,2026,Belgium,8,4,4,0,5,3,2,3,1,2,0,0,0,2.25,2.5,2,1,0,0,11,29,7,22,36,20,16,17,12,3,4,14,8,25,21,30,102,120,90,4,3,1,4,1,3,1,1,0,5,3,2,83,46,37,9,6,3,68,70,66,172,101,71,64,37,27,108,64,44,77,43,34,12,8,4,3,1,2,9,7,2,6,3,3,1,1,0,1,0,1,2.38,2.5,2.25,4.5,5,4,3.63,4.25,3,0.88,0.75,1,1.88,2.25,1.5,1.5,2,1,0.38,0.25,0.5,7,7,5,5,5,5,3,3,3,3,3,3,4,4,2,2,2,2,1,1,3,3,3,3,1,1,1,1,1,1,0,0,2,2,2,2,88,88,63,63,63,63,75,75,75,75,75,75,100,100,50,50,50,50,12,12,37,37,37,37,25,25,25,25,25,25,0,0,50,50,50,50,7,4,3,3,3,2,4,1,1,88,50,38,75,75,50,100,25,25,63,75,50,16,50,75,25,50,25,75,13,25,0,63,75,50,5,3,2,63,75,50,2,1,1,25,25,25,2,1,1,25,25,25,75,75,75,13,25,0,13,0,25,10.38,11.50,9.25,1.13,1.5,0.75,100,100,100,100,88,63,38,38,2.57,2.95,2.20,0.70,0.66,0.74,200,1,3,4,1,5,7,2,1,5,2,0,0,0,1,1,1,0,2,38,25,50,0,0,0,38
Estonia National Team,Estonia,2026,Estonia,8,4,4,0,1,0,1,1,1,0,6,3,3,0.5,0.25,0.75,4,0,0,42,8,21,-13,29,11,18,3,5,8,13,-5,-8,90,120,72,34,45,28,0,0,0,6,3,3,2,1,1,4,2,2,17,10,7,20,8,12,41,47,34,61,34,27,24,9,15,37,25,12,119,57,62,5,2,3,4,3,1,1,-1,2,2,1,1,5,2,3,1,1,0,1.38,1.25,1.5,3.63,2.75,4.5,1,0.75,1.25,2.63,2,3.25,1.13,1.25,1,0.63,0.5,0.75,0.5,0.75,0.25,8,7,6,5,3,0,4,3,2,2,0,0,4,4,4,3,3,0,0,1,2,3,5,8,0,1,2,2,4,4,0,0,0,1,1,4,100,88,75,63,38,0,100,75,50,50,0,0,100,100,100,75,75,0,0,12,25,37,62,100,0,25,50,50,100,100,0,0,0,25,25,100,5,4,0,3,2,0,2,2,0,63,50,0,75,50,0,50,50,0,13,0,25,-1,0,0,0,75,75,75,25,25,25,50,50,50,5,2,3,63,50,75,4,2,2,50,50,50,2,1,1,25,25,25,25,25,25,63,50,75,13,25,0,2.13,2.50,1.75,2.5,2,3.00,88,75,38,38,25,25,25,25,0.92,0.94,0.90,2.37,1.94,2.79,125,1,2,1,1,0,0,2,1,0,1,0,1,2,2,3,5,3,4,13,25,0,75,75,75,25
Wales National Team,Wales,2026,Wales,9,5,4,0,5,3,2,2,1,1,2,1,1,1.89,2,1.75,2,0,0,12,22,12,10,34,23,11,16,6,7,5,9,1,37,28,60,68,64,72,3,1,2,6,4,2,0,0,0,7,5,2,63,40,23,12,3,9,68,69,67,140,83,57,60,34,26,80,49,31,81,38,43,8,6,2,7,4,3,1,2,-1,3,2,1,4,2,2,2,1,1,1.44,1.6,1.25,3.78,4.6,2.75,2.44,3.2,1.5,1.33,1.4,1.25,1.67,2,1.25,0.89,1.2,0.5,0.78,0.8,0.75,9,7,5,4,3,3,5,5,4,3,2,2,4,2,1,1,1,1,0,2,4,5,6,6,0,0,1,2,3,3,0,2,3,3,3,3,100,78,56,44,33,33,100,100,80,60,40,40,100,50,25,25,25,25,0,22,44,56,67,67,0,0,20,40,60,60,0,50,75,75,75,75,6,4,3,4,3,2,2,1,1,67,44,33,80,60,40,50,25,25,56,60,50,13,33,20,50,67,80,50,0,0,0,78,100,50,5,2,3,56,40,75,3,1,2,33,20,50,4,3,1,44,60,25,33,40,25,44,40,50,22,20,25,7.00,8.00,5.75,1.33,0.6,2.25,100,100,89,78,67,56,0,0,1.95,2.09,1.77,1.02,1.00,1.05,122,2,1,2,2,2,3,4,1,5,0,3,3,1,0,0,0,1,4,22,20,25,22,20,25,0
Malta National Team,Malta,2026,Malta,8,4,4,0,1,0,1,2,1,1,5,3,2,0.63,0.25,1,4,0,0,40,4,19,-15,23,10,13,2,2,8,11,-6,-9,180,180,180,38,45,33,2,1,1,2,1,1,5,3,2,2,0,2,21,13,8,27,12,15,43,47,40,74,42,32,24,15,9,50,27,23,112,54,58,1,1,0,7,3,4,-6,-2,-4,0,0,0,4,2,2,4,2,2,0.5,0.5,0.5,2.88,2.5,3.25,0.5,0.5,0.5,2.38,2,2.75,1,1,1,0.13,0.25,0,0.88,0.75,1,7,5,3,3,2,1,3,2,2,2,1,0,4,3,1,1,1,1,1,3,5,5,6,7,1,2,2,2,3,4,0,1,3,3,3,3,88,63,38,38,25,13,75,50,50,50,25,0,100,75,25,25,25,25,12,37,62,62,75,87,25,50,50,50,75,100,0,25,75,75,75,75,5,2,1,3,1,0,2,1,1,63,25,13,75,25,0,50,25,25,13,0,25,8,25,25,25,25,25,25,63,75,50,25,0,50,3,1,2,38,25,50,7,3,4,88,75,100,1,1,0,13,25,0,0,0,0,50,50,50,50,50,50,2.63,3.25,2.00,3.38,3,3.75,75,63,38,25,13,13,13,0,1.01,1.16,0.86,1.97,1.54,2.41,88,0,0,0,1,0,0,1,0,2,1,3,1,2,1,3,1,3,4,25,25,25,63,75,50,0
Bosnia Herzegovina National Team,Bosnia and Herzegovina,2026,Bosnia and Herzegovina,10,5,5,0,5,3,2,4,1,3,1,1,0,1.9,2,1.8,2,0,0,7,19,9,10,28,13,15,8,11,5,4,3,7,47,56,41,100,90,113,3,1,2,7,4,3,0,0,0,6,2,4,46,29,17,28,13,15,50,58,42,160,97,63,53,30,23,107,67,40,177,84,93,6,1,5,4,3,1,2,-2,4,4,0,4,4,3,1,2,2,0,1.6,0.6,2.6,2.8,2.6,3,1.9,1.6,2.2,0.9,1,0.8,1,0.8,1.2,0.6,0.2,1,0.4,0.6,0.2,10,8,5,3,1,1,5,4,3,1,0,0,5,4,2,2,1,1,0,2,5,7,9,9,0,1,2,4,5,5,0,1,3,3,4,4,100,80,50,30,10,10,100,80,60,20,0,0,100,80,40,40,20,20,0,20,50,70,90,90,0,20,40,80,100,100,0,20,60,60,80,80,7,2,1,3,1,0,4,1,1,70,20,10,60,20,0,80,20,20,50,60,40,-14,30,20,40,70,80,60,0,0,0,60,40,80,6,2,4,60,40,80,5,4,1,50,80,20,2,1,1,20,20,20,40,0,80,40,60,20,20,40,0,4.60,5.80,3.40,2.8,2.6,3.00,50,40,30,30,30,30,20,20,1.72,2.03,1.41,1.19,0.98,1.41,80,1,2,2,1,2,1,2,3,5,0,2,0,0,3,1,1,1,1,40,20,60,10,20,0,0
Lithuania National Team,Lithuania,2026,Lithuania,8,4,4,0,0,0,0,3,2,1,5,2,3,0.38,0.5,0.25,5,0,0,46,6,15,-9,21,13,8,5,1,8,7,-3,-6,120,72,360,48,45,51,1,0,1,4,3,1,4,1,3,1,0,1,18,11,7,18,12,6,43,44,43,69,36,33,22,14,8,47,22,25,128,68,60,4,3,1,6,5,1,-2,-2,0,1,0,1,4,2,2,3,2,1,0.88,0.5,1.25,2.63,3.25,2,0.75,1.25,0.25,1.88,2,1.75,1.25,2,0.5,0.5,0.75,0.25,0.75,1.25,0.25,7,6,4,3,1,0,4,4,2,2,1,0,3,2,2,1,0,0,1,2,4,5,7,8,0,0,2,2,3,4,1,2,2,3,4,4,88,75,50,38,13,0,100,100,50,50,25,0,75,50,50,25,0,0,12,25,50,62,87,100,0,0,50,50,75,100,25,50,50,75,100,100,5,2,2,3,2,2,2,0,0,63,25,25,75,50,50,50,0,0,0,0,0,31,13,0,25,50,75,25,50,25,75,13,0,25,4,1,3,50,25,75,5,2,3,63,50,75,2,2,0,25,50,0,13,0,25,50,50,50,38,50,25,2.25,2.75,1.75,2.25,3,1.50,63,50,25,25,25,25,0,0,0.97,1.07,0.87,1.66,1.59,1.73,88,0,0,1,2,1,0,1,0,1,1,4,0,1,1,3,3,0,2,38,50,25,63,50,75,0
Faroe Islands National Team,Faroe Islands,2026,Faroe Islands,8,4,4,0,4,3,1,0,0,0,4,1,3,1.5,2.25,0.75,3,0,0,26,11,9,2,20,11,9,8,3,3,6,5,-3,65,45,120,80,120,60,2,1,1,4,2,2,2,1,1,4,2,2,37,22,15,13,6,7,40,44,36,72,46,26,31,17,14,41,29,12,86,43,43,3,2,1,4,2,2,-1,0,-1,1,1,0,4,1,3,3,2,1,0.88,1,0.75,2.5,2.75,2.25,1.38,2,0.75,1.13,0.75,1.5,0.88,1,0.75,0.38,0.5,0.25,0.5,0.5,0.5,8,5,5,2,0,0,4,3,3,1,0,0,4,2,2,1,0,0,0,3,3,6,8,8,0,1,1,3,4,4,0,2,2,3,4,4,100,63,63,25,0,0,100,75,75,25,0,0,100,50,50,25,0,0,0,37,37,75,100,100,0,25,25,75,100,100,0,50,50,75,100,100,5,2,0,3,1,0,2,1,0,63,25,0,75,25,0,50,25,0,50,75,25,40,25,25,25,50,50,50,25,25,25,50,50,50,4,2,2,50,50,50,6,3,3,75,75,75,1,0,1,13,0,25,13,25,0,50,25,75,38,50,25,4.63,5.50,3.75,1.63,1.5,1.75,100,100,88,63,38,38,38,25,1.10,1.32,0.89,1.62,1.46,1.79,50,0,2,0,1,0,1,2,2,3,0,0,3,1,0,1,1,1,2,0,0,0,50,25,75,13
