team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Mauritius National Team,Mauritius,2026,Mauritius,10,5,5,0,1,1,0,3,2,1,6,2,4,0.6,1,0.2,5,0,0,44,7,17,-10,24,7,17,2,5,5,12,-3,-7,129,225,90,53,90,38,2,2,0,4,1,3,6,4,2,1,1,0,17,10,7,12,5,7,38,37,39,50,26,24,20,11,9,30,15,15,94,47,47,4,2,2,7,1,6,-3,1,-4,1,1,0,5,3,2,4,1,3,0.8,1.2,0.4,2.4,1.4,3.4,0.7,0.4,1,1.7,1,2.4,1.1,0.6,1.6,0.4,0.4,0.4,0.7,0.2,1.2,8,7,5,2,1,1,3,3,1,0,0,0,5,4,4,2,1,1,2,3,5,8,9,9,2,2,4,5,5,5,0,1,1,3,4,4,80,70,50,20,10,10,60,60,20,0,0,0,100,80,80,40,20,20,20,30,50,80,90,90,40,40,80,100,100,100,0,20,20,60,80,80,6,4,1,2,1,0,4,3,1,60,40,10,40,20,0,80,60,20,10,20,0,-1,20,40,0,40,20,60,60,80,40,10,20,0,5,4,1,50,80,20,7,4,3,70,80,60,2,0,2,20,0,40,10,20,0,50,60,40,40,20,60,1.70,2.00,1.40,1.2,1,1.40,80,30,30,10,10,10,0,0,0.70,0.77,0.64,1.46,1.48,1.43,80,0,1,1,1,3,0,0,0,1,0,4,1,1,1,2,3,1,4,30,40,20,60,40,80,0
Namibia National Team,Namibia,2026,Namibia,10,5,5,0,4,1,3,3,3,0,3,1,2,1.5,1.2,1.8,2,0,0,23,13,10,3,23,10,13,6,7,4,6,2,1,69,75,64,90,113,75,5,2,3,4,3,1,2,1,1,5,3,2,56,33,23,22,10,12,54,55,53,74,43,31,34,22,12,40,21,19,124,57,67,4,2,2,4,1,3,0,1,-1,4,2,2,2,2,0,3,1,2,1.56,1.6,1.5,2.3,2,2.6,1.3,1.2,1.4,1,0.8,1.2,0.89,0.6,1.25,0.44,0.4,0.5,0.44,0.2,0.75,9,8,5,1,0,0,4,4,2,0,0,0,5,4,3,1,0,0,1,2,5,9,10,10,1,1,3,5,5,5,0,1,2,4,5,5,90,80,50,10,0,0,80,80,40,0,0,0,100,80,60,20,0,0,10,20,50,90,100,100,20,20,60,100,100,100,0,20,40,80,100,100,7,1,0,3,0,0,4,1,0,78,11,0,60,0,0,100,25,0,40,20,60,6,50,40,60,40,60,20,20,20,20,50,60,40,6,4,2,67,80,50,5,3,2,56,60,50,0,0,0,0,0,0,44,40,50,22,40,0,33,20,50,5.60,6.60,4.60,2.2,2,2.40,90,90,70,50,50,30,20,20,1.24,1.36,1.10,0.93,0.87,1.00,70,2,0,0,1,1,1,1,2,2,3,0,1,0,0,3,2,0,1,30,60,0,30,20,40,10
Sierra Leone National Team,Sierra Leone,2026,Sierra Leone,10,5,5,0,4,3,1,3,0,3,3,2,1,1.5,1.8,1.2,3,0,0,22,12,10,2,22,12,10,7,5,5,5,2,0,75,64,90,90,90,90,2,1,1,5,2,3,4,2,2,4,3,1,39,23,16,14,6,8,59,58,61,57,43,14,27,21,6,30,22,8,113,60,53,5,3,2,7,3,4,-2,0,-2,3,2,1,3,1,2,4,2,2,1.2,1.4,1,2.2,2.4,2,1.2,1.4,1,1,1,1,1.2,1.2,1.2,0.5,0.6,0.4,0.7,0.6,0.8,9,7,4,2,0,0,5,4,2,1,0,0,4,3,2,1,0,0,1,3,6,8,10,10,0,1,3,4,5,5,1,2,3,4,5,5,90,70,40,20,0,0,100,80,40,20,0,0,80,60,40,20,0,0,10,30,60,80,100,100,0,20,60,80,100,100,20,40,60,80,100,100,9,3,0,5,1,0,4,2,0,90,30,0,100,20,0,80,40,0,40,60,20,0,20,20,20,50,40,60,40,40,40,40,60,20,4,2,2,40,40,40,5,2,3,50,40,60,2,1,1,20,20,20,30,40,20,30,20,40,40,40,40,3.90,4.60,3.20,1.4,1.2,1.60,60,30,30,30,30,20,10,10,0.95,1.28,0.53,1.05,1.11,0.97,30,0,2,0,1,2,2,1,1,3,0,1,1,1,4,0,2,1,0,30,0,60,30,40,20,0
Mali National Team,Mali,2026,Mali,10,5,5,0,5,3,2,3,1,2,2,1,1,1.8,2,1.6,3,0,0,17,17,6,11,23,17,6,12,5,5,1,7,4,53,38,90,150,90,450,5,1,4,4,4,0,3,0,3,7,5,2,54,32,22,6,5,1,50,61,36,100,48,52,42,21,21,58,27,31,109,49,60,7,5,2,0,0,0,7,5,2,6,4,2,4,1,3,0,0,0,2.2,2.6,1.8,2.3,3.4,1.2,1.7,2.4,1,0.6,1,0.2,0.7,1,0.4,0.7,1,0.4,0,0,0,8,7,5,2,1,0,5,5,4,2,1,0,3,2,1,0,0,0,2,3,5,8,9,10,0,0,1,3,4,5,2,3,4,5,5,5,80,70,50,20,10,0,100,100,80,40,20,0,60,40,20,0,0,0,20,30,50,80,90,100,0,0,20,60,80,100,40,60,80,100,100,100,6,1,0,4,1,0,2,0,0,60,10,0,80,20,0,40,0,0,50,60,40,-13,50,20,80,40,80,0,30,0,60,70,100,40,10,5,5,100,100,100,4,1,3,40,20,60,0,0,0,0,0,0,60,80,40,40,20,60,0,0,0,6.00,6.40,5.50,0.6,1,0.20,78,67,56,44,33,22,0,0,1.56,1.41,1.75,0.70,0.64,0.78,50,1,2,1,1,2,1,3,4,2,0,0,0,0,1,2,0,1,2,30,20,40,20,20,20,0
Malawi National Team,Malawi,2026,Malawi,10,5,5,0,4,2,2,1,1,0,5,2,3,1.3,1.4,1.2,4,0,0,27,11,10,1,21,13,8,8,3,5,5,3,-2,82,56,150,90,90,90,2,1,1,3,2,1,5,2,3,4,2,2,38,16,22,14,4,10,51,54,49,67,39,28,25,14,11,42,25,17,97,46,51,3,2,1,2,2,0,1,0,1,2,1,1,5,1,4,2,2,0,1.22,1,1.4,2.1,2.6,1.6,1.1,1.6,0.6,1,1,1,0.56,1,0.2,0.33,0.5,0.2,0.22,0.5,0,10,5,4,2,0,0,5,3,3,2,0,0,5,2,1,0,0,0,0,5,6,8,10,10,0,2,2,3,5,5,0,3,4,5,5,5,100,50,40,20,0,0,100,60,60,40,0,0,100,40,20,0,0,0,0,50,60,80,100,100,0,40,40,60,100,100,0,60,80,100,100,100,4,1,0,3,1,0,1,0,0,44,11,0,75,25,0,20,0,0,40,40,40,0,20,20,20,30,40,20,50,40,60,40,40,40,7,2,5,78,50,100,7,3,4,78,75,80,0,0,0,0,0,0,22,25,20,56,25,80,22,50,0,4.22,4.00,4.40,1.56,1,2.00,56,56,33,22,22,11,11,11,1.11,1.38,0.90,1.25,1.08,1.38,80,2,1,0,0,0,1,0,4,0,1,0,0,1,0,0,3,0,5,10,20,0,50,40,60,0
Madagascar National Team,Madagascar,2026,Madagascar,10,5,5,0,6,3,3,1,1,0,3,1,2,1.9,2,1.8,2,0,0,14,17,12,5,29,12,17,7,10,5,7,2,3,53,64,45,75,90,64,3,2,1,5,2,3,3,2,1,4,2,2,47,21,26,23,14,9,54,59,48,83,31,52,32,11,21,51,20,31,133,71,62,6,2,4,5,2,3,1,0,1,5,2,3,2,1,1,3,2,1,1.7,1.4,2,2.9,2.4,3.4,1.7,1.4,2,1.2,1,1.4,1.1,0.8,1.4,0.6,0.4,0.8,0.5,0.4,0.6,9,8,7,3,2,0,4,4,3,1,0,0,5,4,4,2,2,0,1,2,3,7,8,10,1,1,2,4,5,5,0,1,1,3,3,5,90,80,70,30,20,0,80,80,60,20,0,0,100,80,80,40,40,0,10,20,30,70,80,100,20,20,40,80,100,100,0,20,20,60,60,100,8,2,1,4,0,0,4,2,1,80,20,10,80,0,0,80,40,20,60,60,60,-1,30,40,20,50,40,60,30,40,20,40,40,40,6,3,3,60,60,60,5,3,2,50,60,40,1,0,1,10,0,20,50,40,60,20,20,20,30,40,20,4.70,4.20,5.20,2.3,2.8,1.80,80,60,50,40,20,20,10,0,1.12,0.90,1.34,1.17,1.11,1.24,50,2,2,1,0,2,2,2,1,5,2,1,1,1,0,2,1,0,4,10,20,0,30,20,40,0
Equatorial Guinea National Team,Equatorial Guinea,2026,Equatorial Guinea,10,5,5,0,4,2,2,2,1,1,4,2,2,1.4,1.4,1.4,3,0,0,26,9,12,-3,21,9,12,4,5,5,7,-1,-2,100,113,90,75,90,64,3,2,1,3,1,2,4,2,2,3,3,0,44,21,23,14,7,7,51,49,55,87,45,42,32,17,15,55,28,27,111,59,52,3,3,0,3,1,2,0,2,-2,1,1,0,5,3,2,1,0,1,1.14,1.5,0.67,2.1,1.8,2.4,0.9,0.8,1,1.2,1,1.4,0.86,1,0.67,0.43,0.75,0,0.43,0.25,0.67,10,6,3,1,1,0,5,3,1,0,0,0,5,3,2,1,1,0,0,4,7,9,9,10,0,2,4,5,5,5,0,2,3,4,4,5,100,60,30,10,10,0,100,60,20,0,0,0,100,60,40,20,20,0,0,40,70,90,90,100,0,40,80,100,100,100,0,40,60,80,80,100,3,3,0,2,2,0,1,1,0,43,43,0,50,50,0,33,33,0,40,40,40,3,30,40,20,30,20,40,40,40,40,30,60,0,5,3,2,71,75,67,5,2,3,71,50,100,1,1,0,14,25,0,14,25,0,71,75,67,14,0,33,4.89,4.20,5.75,1.56,1.4,1.75,56,33,22,22,22,22,0,0,1.32,1.33,1.31,0.83,0.49,1.18,90,0,3,0,0,0,2,2,0,1,1,0,1,0,1,1,0,0,2,20,20,20,40,40,40,0
Zambia National Team,Zambia,2026,Zambia,8,4,4,0,3,1,2,0,0,0,5,3,2,1.13,0.75,1.5,4,0,0,38,10,10,0,20,10,10,4,6,6,4,-2,2,72,90,60,72,60,90,2,0,2,3,1,2,3,3,0,2,1,1,39,25,14,11,3,8,48,57,37,77,63,14,26,20,6,51,43,8,96,46,50,2,2,0,7,4,3,-5,-2,-3,0,0,0,3,2,1,4,2,2,0.43,0.5,0.33,2.5,2.5,2.5,1.25,1,1.5,1.25,1.5,1,1.29,1.5,1,0.29,0.5,0,1,1,1,8,5,4,1,1,1,4,2,1,1,1,1,4,3,3,0,0,0,0,3,4,7,7,7,0,2,3,3,3,3,0,1,1,4,4,4,100,63,50,13,13,13,100,50,25,25,25,25,100,75,75,0,0,0,0,37,50,87,87,87,0,50,75,75,75,75,0,25,25,100,100,100,5,2,1,3,1,1,2,1,0,71,29,14,75,25,25,67,33,0,38,25,50,-20,25,0,50,38,25,50,38,75,0,25,25,25,2,1,1,29,25,33,6,3,3,86,75,100,1,1,0,14,25,0,0,0,0,43,50,33,57,50,67,5.57,6.25,4.67,1.57,0.75,2.67,71,28,28,28,14,14,14,0,1.49,1.87,0.99,1.36,1.23,1.53,38,1,0,0,0,2,0,1,2,1,4,2,1,0,1,1,1,0,0,0,0,0,63,75,50,0
Zimbabwe National Team,Zimbabwe,2026,Zimbabwe,10,5,5,0,0,0,0,5,3,2,5,2,3,0.5,0.6,0.4,6,0,0,45,5,12,-7,17,9,8,3,2,6,6,-3,-4,180,150,225,75,75,75,2,1,1,4,2,2,6,3,3,1,1,0,49,26,23,22,13,9,46,45,46,72,39,33,30,13,17,42,26,16,95,55,40,3,2,1,6,5,1,-3,-3,0,1,1,0,6,1,5,3,3,0,0.9,0.8,1,1.7,1.8,1.6,0.5,0.6,0.4,1.2,1.2,1.2,0.9,1.4,0.4,0.3,0.4,0.2,0.6,1,0.2,8,5,2,2,0,0,4,3,1,1,0,0,4,2,1,1,0,0,2,5,8,8,10,10,1,2,4,4,5,5,1,3,4,4,5,5,80,50,20,20,0,0,80,60,20,20,0,0,80,40,20,20,0,0,20,50,80,80,100,100,20,40,80,80,100,100,20,60,80,80,100,100,5,3,1,4,2,1,1,1,0,50,30,10,80,40,20,20,20,0,0,0,0,0,20,20,20,40,40,40,60,60,60,10,20,0,6,2,4,60,40,80,7,3,4,70,60,80,2,1,1,20,20,20,10,20,0,60,20,100,30,60,0,4.90,5.20,4.60,2.2,2.6,1.80,80,60,60,60,40,30,30,30,1.01,1.03,0.98,1.40,1.29,1.52,30,1,0,1,0,1,1,0,0,1,1,1,1,3,0,1,1,3,1,50,60,40,50,40,60,10
Gambia National Team,Gambia,2026,Gambia,10,5,5,0,4,2,2,1,1,0,5,2,3,1.3,1.4,1.2,3,0,0,29,27,18,9,45,23,22,13,14,10,8,3,6,33,35,32,50,45,56,2,1,1,6,3,3,2,1,1,7,4,3,46,27,19,21,11,10,51,52,50,97,49,48,58,25,33,39,24,15,96,57,39,11,4,7,7,4,3,4,0,4,4,1,3,3,3,0,3,1,2,1.5,1.2,1.8,4.5,4.6,4.4,2.7,2.6,2.8,1.8,2,1.6,1.8,1.6,2,1.1,0.8,1.4,0.7,0.8,0.6,10,9,7,7,6,4,5,5,3,3,3,3,5,4,4,4,3,1,0,1,3,3,4,6,0,0,2,2,2,2,0,1,1,1,2,4,100,90,70,70,60,40,100,100,60,60,60,60,100,80,80,80,60,20,0,10,30,30,40,60,0,0,40,40,40,40,0,20,20,20,40,80,9,5,3,4,2,1,5,3,2,90,50,30,80,40,20,100,60,40,40,40,40,-8,20,20,20,60,60,60,20,20,20,70,80,60,5,2,3,50,40,60,3,2,1,30,40,20,3,2,1,30,40,20,40,20,60,30,60,0,30,20,40,4.60,5.40,3.80,2.1,2.2,2.00,90,60,60,40,40,30,20,10,1.41,1.39,1.44,1.09,0.98,1.19,150,2,1,3,3,5,4,3,4,2,0,3,0,2,2,1,3,4,3,10,20,0,50,40,60,10
Congo DR National Team,Congo DR,2026,Congo DR,12,5,7,0,8,4,4,2,0,2,2,1,1,2.17,2.4,2,2,0,0,3,17,7,10,24,10,14,7,10,3,4,4,6,63,64,63,155,150,158,7,4,3,4,1,3,1,0,1,9,5,4,67,33,34,11,6,5,53,53,52,92,42,50,43,17,26,49,25,24,172,69,103,11,5,6,3,1,2,8,4,4,7,4,3,4,1,3,1,0,1,2.08,2.6,1.71,2,2,2,1.42,1.4,1.43,0.58,0.6,0.57,1.17,1.2,1.14,0.92,1,0.86,0.25,0.2,0.29,12,6,2,2,2,0,5,2,1,1,1,0,7,4,1,1,1,0,0,6,10,10,10,12,0,3,4,4,4,5,0,3,6,6,6,7,100,50,17,17,17,0,100,40,20,20,20,0,100,57,14,14,14,0,0,50,83,83,83,100,0,60,80,80,80,100,0,43,86,86,86,100,9,3,2,4,1,1,5,2,1,75,25,17,80,20,20,71,29,14,67,80,57,-2,58,80,43,33,20,43,8,0,14,75,100,57,9,4,5,75,80,71,4,1,3,33,20,43,2,1,1,17,20,14,58,80,43,33,20,43,8,0,14,5.58,6.60,4.86,0.92,1.2,0.71,92,75,50,33,25,25,8,0,1.23,1.27,1.21,0.99,0.98,0.99,33,3,1,2,3,2,1,1,0,4,1,0,0,1,1,1,1,1,1,17,0,29,17,20,14,0
Sudan National Team,Sudan,2026,Sudan,10,5,5,0,3,1,2,4,4,0,3,0,3,1.3,1.4,1.2,3,0,0,28,8,6,2,14,5,9,3,5,2,4,1,1,113,150,90,150,225,113,5,3,2,2,2,0,5,2,3,5,3,2,34,21,13,17,10,7,46,48,44,67,38,29,34,20,14,33,18,15,134,66,68,4,1,3,5,1,4,-1,0,-1,2,0,2,5,5,0,3,0,3,1.1,1,1.2,1.4,1,1.8,0.8,0.6,1,0.6,0.4,0.8,0.9,0.4,1.4,0.4,0.2,0.6,0.5,0.2,0.8,8,5,1,0,0,0,3,2,0,0,0,0,5,3,1,0,0,0,2,5,9,10,10,10,2,3,5,5,5,5,0,2,4,5,5,5,80,50,10,0,0,0,60,40,0,0,0,0,100,60,20,0,0,0,20,50,90,100,100,100,40,60,100,100,100,100,0,40,80,100,100,100,6,3,0,1,1,0,5,2,0,60,30,0,20,20,0,100,40,0,30,20,40,4,50,60,40,20,40,0,50,40,60,50,60,40,6,4,2,60,80,40,7,4,3,70,80,60,1,1,0,10,20,0,20,0,40,50,100,0,30,0,60,3.40,4.20,2.60,1.7,2,1.40,80,70,70,50,30,30,20,20,0.99,1.10,0.88,1.34,1.28,1.39,0,0,2,1,0,1,1,0,3,0,1,1,1,0,2,0,0,0,1,40,80,0,30,0,60,10
Chad National Team,Chad,2026,Chad,10,5,5,0,0,0,0,1,1,0,9,4,5,0.1,0.2,0,6,0,0,50,5,24,-19,29,14,15,3,2,11,13,-8,-11,180,150,225,38,41,35,0,0,0,4,2,2,6,3,3,1,0,1,22,13,9,13,5,8,42,46,38,51,27,24,14,6,8,37,21,16,115,47,68,1,0,1,11,5,6,-10,-5,-5,1,0,1,1,1,0,8,4,4,0.4,0.2,0.6,2.9,2.8,3,0.5,0.6,0.4,2.4,2.2,2.6,1.2,1,1.4,0.1,0,0.2,1.1,1,1.2,10,8,5,4,2,0,5,5,2,1,1,0,5,3,3,3,1,0,0,2,5,6,8,10,0,0,3,4,4,5,0,2,2,2,4,5,100,80,50,40,20,0,100,100,40,20,20,0,100,60,60,60,20,0,0,20,50,60,80,100,0,0,60,80,80,100,0,40,40,40,80,100,9,2,1,4,1,0,5,1,1,90,20,10,80,20,0,100,20,20,0,0,0,14,0,0,0,40,40,40,60,60,60,10,0,20,2,1,1,20,20,20,9,5,4,90,100,80,0,0,0,0,0,0,10,0,20,10,20,0,80,80,80,2.44,3.25,1.80,1.3,1,1.60,89,56,44,44,22,11,11,11,0.77,0.95,0.63,1.54,1.54,1.55,60,0,0,1,0,0,2,0,0,2,3,2,2,3,1,3,2,3,5,10,20,0,90,80,100,11
Cape Verde Islands National Team,Cape Verde Islands,2026,Cape Verde,10,5,5,0,7,4,3,2,1,1,1,0,1,2.3,2.6,2,1,0,0,10,16,8,8,24,6,18,6,10,0,8,6,2,56,75,45,113,0,56,7,5,2,3,0,3,1,1,0,7,4,3,54,34,20,11,8,3,49,55,43,98,55,43,39,18,21,59,37,22,108,58,50,7,1,6,5,0,5,2,1,1,4,1,3,4,4,0,2,0,2,1.6,1.4,1.8,2.4,1.2,3.6,1.6,1.2,2,0.8,0,1.6,1.2,0.2,2.2,0.7,0.2,1.2,0.5,0,1,9,6,4,2,2,1,4,1,1,0,0,0,5,5,3,2,2,1,1,4,6,8,8,9,1,4,4,5,5,5,0,0,2,3,3,4,90,60,40,20,20,10,80,20,20,0,0,0,100,100,60,40,40,20,10,40,60,80,80,90,20,80,80,100,100,100,0,0,40,60,60,80,6,3,2,1,0,0,5,3,2,60,30,20,20,0,0,100,60,40,70,80,60,38,70,100,40,30,0,60,10,20,0,70,80,60,8,5,3,80,100,60,4,4,0,40,80,0,2,0,2,20,0,40,40,20,60,40,80,0,20,0,40,5.40,6.80,4.00,1.1,1.6,0.60,90,90,70,30,30,10,10,10,1.31,1.44,1.19,0.90,0.76,1.03,60,1,1,2,2,2,2,2,1,3,1,1,1,0,3,2,0,0,0,20,20,20,10,0,20,10
Benin National Team,Benin,2026,Benin,10,5,5,0,5,4,1,2,0,2,3,1,2,1.7,2.4,1,3,0,0,19,12,11,1,23,11,12,8,4,3,8,5,-4,75,56,113,82,150,56,5,3,2,3,1,2,3,1,2,5,3,2,23,10,13,20,8,12,50,51,49,75,35,40,28,15,13,47,20,27,136,65,71,8,6,2,6,1,5,2,5,-3,4,3,1,4,2,2,2,0,2,1.6,2.2,1,2.3,2.2,2.4,1.2,1.6,0.8,1.1,0.6,1.6,1.4,1.4,1.4,0.8,1.2,0.4,0.6,0.2,1,9,6,5,3,0,0,5,3,2,1,0,0,4,3,3,2,0,0,1,4,5,7,10,10,0,2,3,4,5,5,1,2,2,3,5,5,90,60,50,30,0,0,100,60,40,20,0,0,80,60,60,40,0,0,10,40,50,70,100,100,0,40,60,80,100,100,20,40,40,60,100,100,6,5,3,3,2,2,3,3,1,60,50,30,60,40,40,60,60,20,50,80,20,39,50,60,40,30,20,40,30,20,40,50,60,40,6,4,2,60,80,40,6,2,4,60,40,80,2,1,1,20,20,20,40,60,20,40,40,40,20,0,40,2.30,2.00,2.60,2,1.6,2.40,50,30,20,0,0,0,0,0,1.00,0.95,1.06,0.94,0.91,0.97,30,1,1,1,4,1,0,2,2,0,2,0,1,1,2,3,0,0,2,20,0,40,30,20,40,0
Liberia National Team,Liberia,2026,Liberia,10,5,5,0,3,2,1,3,0,3,4,3,1,1.2,1.2,1.2,5,0,0,31,10,12,-2,22,10,12,5,5,5,7,0,-2,90,90,90,75,90,64,1,0,1,5,2,3,4,3,1,4,2,2,43,27,16,12,4,8,48,50,46,69,37,32,28,12,16,41,25,16,124,53,71,6,4,2,5,2,3,1,2,-1,3,2,1,3,1,2,3,1,2,1.33,1.75,1,2.2,2,2.4,1,1,1,1.2,1,1.4,1.22,1.5,1,0.67,1,0.4,0.56,0.5,0.6,10,6,4,2,0,0,5,2,2,1,0,0,5,4,2,1,0,0,0,4,6,8,10,10,0,3,3,4,5,5,0,1,3,4,5,5,100,60,40,20,0,0,100,40,40,20,0,0,100,80,40,20,0,0,0,40,60,80,100,100,0,60,60,80,100,100,0,20,60,80,100,100,7,3,1,3,2,1,4,1,0,78,33,11,75,50,25,80,20,0,30,40,20,9,10,0,20,50,40,60,40,60,20,40,40,40,4,2,2,44,50,40,5,2,3,56,50,60,2,1,1,22,25,20,33,50,20,33,25,40,33,25,40,4.30,5.40,3.20,1.2,0.8,1.60,70,50,40,40,40,30,10,10,1.03,1.05,1.01,1.26,1.16,1.35,40,4,0,1,1,0,0,2,0,2,3,1,0,0,1,0,1,3,2,30,0,60,40,60,20,10
